Timestamp,"MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB VCPU","CPU Package","CPU Load","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Fan","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Temp #3","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 12V Current","HX1000i 12V Power"
29/8/2025 20:49:08 PM,1180RPM,1486RPM,3183RPM,1185RPM,1202RPM,46.00°C,56.00°C,47.00°C,1.12V,56.13°C,51%,43.00°C,47.00°C,0%,0%,0%,2145RPM,72.00°C,64.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.80V,34.50A,407W
29/8/2025 20:49:13 PM,1174RPM,1505RPM,3169RPM,1186RPM,1201RPM,46.00°C,55.50°C,47.00°C,1.11V,57.38°C,55%,43.00°C,47.00°C,0%,0%,0%,2179RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.90V,35.50A,422W
29/8/2025 20:49:18 PM,1180RPM,1513RPM,3169RPM,1173RPM,1202RPM,46.00°C,57.00°C,47.00°C,1.11V,57.00°C,52%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,54.00°C,96%,99%,0%,1960RPM,40.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:49:23 PM,1168RPM,1486RPM,3161RPM,1191RPM,1220RPM,46.00°C,57.50°C,47.00°C,1.13V,57.00°C,51%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,66.00°C,54.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:49:28 PM,1168RPM,1486RPM,3161RPM,1191RPM,1220RPM,46.00°C,57.50°C,47.00°C,1.13V,56.13°C,52%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,66.00°C,54.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.90V,32.00A,381W
29/8/2025 20:49:33 PM,1181RPM,1511RPM,3161RPM,1181RPM,1220RPM,46.00°C,56.50°C,47.00°C,1.11V,57.38°C,57%,43.00°C,47.00°C,0%,0%,0%,2178RPM,72.00°C,66.00°C,53.00°C,98%,99%,0%,1952RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:49:38 PM,1168RPM,1491RPM,3199RPM,1176RPM,1201RPM,46.00°C,57.50°C,47.00°C,1.13V,58.25°C,65%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,66.00°C,53.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:49:43 PM,1166RPM,1488RPM,3183RPM,1175RPM,1201RPM,46.00°C,56.50°C,47.00°C,1.13V,57.13°C,43%,43.00°C,47.00°C,0%,0%,0%,2180RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:49:48 PM,1166RPM,1488RPM,3183RPM,1175RPM,1201RPM,46.00°C,56.50°C,47.00°C,1.13V,55.25°C,52%,43.00°C,47.00°C,0%,0%,0%,2180RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.80V,32.00A,378W
29/8/2025 20:49:53 PM,1188RPM,1505RPM,3245RPM,1174RPM,1202RPM,46.00°C,55.00°C,47.00°C,1.13V,56.50°C,54%,44.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,67.00°C,53.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,32.00A,381W
29/8/2025 20:49:58 PM,1188RPM,1513RPM,3214RPM,1189RPM,1220RPM,46.00°C,56.50°C,47.00°C,1.14V,56.38°C,53%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:50:03 PM,1169RPM,1511RPM,3206RPM,1190RPM,1201RPM,46.00°C,57.00°C,47.00°C,1.13V,56.50°C,61%,44.00°C,48.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,97%,99%,0%,1976RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:50:08 PM,1169RPM,1511RPM,3206RPM,1190RPM,1201RPM,46.00°C,57.00°C,47.00°C,1.13V,57.38°C,53%,44.00°C,48.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,97%,99%,0%,1984RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:50:13 PM,1167RPM,1491RPM,3268RPM,1181RPM,1201RPM,46.00°C,56.50°C,47.00°C,1.13V,56.13°C,50%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:50:18 PM,1168RPM,1505RPM,3260RPM,1179RPM,1201RPM,46.00°C,56.50°C,47.00°C,1.14V,56.63°C,52%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,66.00°C,53.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:50:23 PM,1175RPM,1486RPM,3253RPM,1178RPM,1201RPM,46.00°C,56.00°C,47.00°C,1.14V,56.25°C,48%,43.00°C,47.00°C,0%,0%,0%,2178RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:50:28 PM,1175RPM,1486RPM,3253RPM,1178RPM,1201RPM,46.00°C,56.00°C,47.00°C,1.14V,55.63°C,53%,43.00°C,47.00°C,0%,0%,0%,2178RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:50:33 PM,1181RPM,1486RPM,3229RPM,1179RPM,1220RPM,46.00°C,55.50°C,47.00°C,1.12V,55.88°C,51%,43.00°C,47.00°C,0%,0%,0%,2178RPM,72.00°C,65.00°C,53.00°C,98%,99%,0%,1976RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:50:38 PM,1169RPM,1513RPM,3169RPM,1176RPM,1220RPM,46.00°C,56.00°C,47.00°C,1.13V,56.13°C,52%,43.00°C,47.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,53.00°C,98%,99%,0%,1952RPM,40.00°C,94W,11.80V,34.00A,401W
29/8/2025 20:50:43 PM,1179RPM,1491RPM,3176RPM,1191RPM,1201RPM,46.00°C,57.50°C,47.00°C,1.14V,56.75°C,55%,43.00°C,47.00°C,0%,0%,0%,2143RPM,74.00°C,65.00°C,53.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:50:48 PM,1179RPM,1491RPM,3176RPM,1191RPM,1201RPM,46.00°C,57.50°C,47.00°C,1.14V,57.13°C,56%,43.00°C,47.00°C,0%,0%,0%,2143RPM,74.00°C,65.00°C,53.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,34.50A,411W
